,nct_id,interventions,intervention_details,Intervention_Type,Intervention_Name,ngram
230,NCT04331600,Drug: Chloroquine phosphate,Drug:Chloroquine phosphate:Oral chloroquine phosphate for 14 days,Drug,Chloroquine phosphate,Chloroquine Phosphate
231,NCT04331665,Drug: Ruxolitinib,"Drug:Ruxolitinib:Ruxolitinib is an inhibitor of JAK1 and JAK2 (proteins important in cell signalling) approved for the treatment of myelofibrosis, polycythemia vera, and graft-versus-host disease.",Drug,Ruxolitinib,Ruxolitinib
232,NCT04331795,Drug: Tocilizumab,"Drug:Tocilizumab:Group A: Tocilizumab (beginning dose 200mg) Single dose is provisioned, patient is eligible to receive up to two doses, with re-evaluation of clinical and biochemical responses performed every 24 hours. Second dose is provisioned if: Increasing supplemental oxygen requirement or Tmax higher than baseline in the 24h following initial tocilizumab administration AND CRP decrease is < 25% at 24 hours following tocilizumab administration and CRP > 40mg/L",Drug,Tocilizumab,Tocilizumab
233,NCT04331808,Drug: Tocilizumab,Drug:Tocilizumab:Tocilizumab 8mg/kg D1 and if no response (no decrease of oxygen requirement) a second injection at D3.,Drug,Tocilizumab,Tocilizumab
234,NCT04331834,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine with the following dosage: day 0: 400 mg (2 tablets) day 1: 400 mg (2 tablets) day 2: 400 mg (2 tablets) day 3: 400 mg (2 tablets) weekly: 400 mg (2 tablets) for a period of six months,Drug,Hydroxychloroquine,Hydroxychloroquine
235,NCT04331899,Drug: Peginterferon Lambda-1a,Drug:Peginterferon Lambda-1a:Peginterferon Lambda-1a (180 ug subcutaneous injection) single dose along with Standard of Care,Drug,Peginterferon Lambda-1a,Peginterferon
236,NCT04332042,Drug: Tofacitinib,Drug:Tofacitinib:Tofacitinib 10mg twice a day will be administered within 24h from hospital admission for 14 days,Drug,Tofacitinib,Tofacitinib
237,NCT04332094,Drug: Tocilizumab,Drug:Tocilizumab:162 mg sc x 2 doses + tocilizumab 162mg sc x 2 doses at 12 hours (day 1),Drug,Tocilizumab,Tocilizumab
238,NCT04332094,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:400 mg / 12h v.o. day 1 followed by 200 mg / 12h v.o. for 6 days (7 days in total),Drug,Hydroxychloroquine,Hydroxychloroquine
239,NCT04332094,Drug: Azithromycin,Drug:Azithromycin:500 mg / day v.o. for 3 days,Drug,Azithromycin,Azithromycin
240,NCT04332107,Drug: Azithromycin,Drug:Azithromycin:Participants will be shipped a single 1.2 g dose of oral azithromycin,Drug,Azithromycin,Azithromycin
241,NCT04332380,Drug: Plasma,"Drug:Plasma:Day 1: CP-COVID19, 250 milliliters. Day 2: CP-COVID19, 250 milliliters.",Drug,Plasma,Plasma
242,NCT04332666,Drug: Angiotensin 1-7,Drug:Angiotensin 1-7:endogenous peptide dilution: angiotensin-(1-7) 0.5 mg / L NaCl 0.9%,Drug,Angiotensin 1-7,Angiotensin 1-7
243,NCT04332835,Drug: Plasma,"Drug:Plasma:Day 1: CP-COVID19, 250 milliliters. Day 2: CP-COVID19, 250 milliliters.",Drug,Plasma,Plasma
244,NCT04332991,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine is available in 200 mg oral tablets of hydroxychloroquine sulfate. For this COVID-19 trial, we will use an oral or enteral dose of hydroxychloroquine 400 mg twice daily on the day of enrollment, then 200 mg twice daily for the next 4 days for a 5 day total course.",Drug,Hydroxychloroquine,Hydroxychloroquine
245,NCT04333225,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Weekly treatment in individuals at high risk,Drug,Hydroxychloroquine,Hydroxychloroquine
246,NCT04333407,Drug: Aspirin 75mg,"Drug:Aspirin 75mg:• If patient not on aspirin, add aspirin 75mg once daily unless contraindicated.",Drug,Aspirin 75mg,Aspirin
247,NCT04333407,Drug: Clopidogrel 75mg,"Drug:Clopidogrel 75mg:• If patient not on clopidogrel or equivalent, add clopidogrel 75mg once daily unless contraindicated",Drug,Clopidogrel 75mg,Clopidogrel
248,NCT04333407,Drug: Rivaroxaban 2.5 MG,"Drug:Rivaroxaban 2.5 MG:If patient not on an anticoagulation, add rivaroxaban 2.5mg bd unless contraindicated If patient on DOAC then change to rivaroxaban 2.5mg unless contraindicated",Drug,Rivaroxaban 2.5 MG,Rivaroxaban
249,NCT04333407,Drug: Atorvastatin 40mg,"Drug:Atorvastatin 40mg:• If patient not on a statin, add atorvastatin 40mg once daily unless contraindicated",Drug,Atorvastatin 40mg,Atorvastatin
250,NCT04333407,Drug: Omeprazole 20mg,"Drug:Omeprazole 20mg:• If patient not on a proton pump inhibitor, add omeprazole 20mg once daily.",Drug,Omeprazole 20mg,Omeprazole
251,NCT04333472,Drug: Piclidenoson,Drug:Piclidenoson:Piclidenoson 2 mg orally every 12 hours for up to 28 days,Drug,Piclidenoson,Piclidenoson
252,NCT04333550,Drug: Deferoxamine,Drug:Deferoxamine:Intravenous infusion of Deferoxamine,Drug,Deferoxamine,Deferoxamine
253,NCT04333589,Drug: Favipiravir,"Drug:Favipiravir:On the 1st day, 1600mg each time, twice a day; from the 2nd to the 7th day, 600mg each time, twice a day. Oral administration, the maximum number of days taken is not more than 14 days.",Drug,Favipiravir,Favipiravir
254,NCT04333628,Drug: chloroquine,Drug:chloroquine:oral treatment of chloroquine,Drug,chloroquine,Chloroquine
255,NCT04333654,Drug: Hydroxychloroquine SAR321068,Drug:Hydroxychloroquine SAR321068:Pharmaceutical form:Tablet Route of administration: Oral,Drug,Hydroxychloroquine SAR321068,Hydroxychloroquine
256,NCT04333732,Drug: MR or M-M-R II ® vaccine,Drug:MR or M-M-R II ® vaccine:Education and surveillance plus MR or M-M-R II ® vaccine,Drug,MR or M-M-R II ® vaccine,Vaccine
257,NCT04333914,Drug: Chloroquine analog (GNS651),"Drug:Chloroquine analog (GNS651):Cohort 1 (arm B): 200mg bid loading dose for 2 days then, 200 qd orally for 14 consecutive days. Cohorte 2 (arm E): 200mg bid loading dose for 2 days then, 200 qd/day orally, per os, for 14 consecutive days. If for any reason a treatment is not given within the allowed treatment window (± 12h) it will be cancelled (i.e., missed for that time point), and treatment will be resumed at the next dosing day.",Drug,Chloroquine analog (GNS651),Chloroquine
258,NCT04333914,Drug: Chloroquine analog (GNS651),"Drug:Chloroquine analog (GNS651):Cohort 1 (arm B): 200mg bid loading dose for 2 days then, 200 qd orally for 14 consecutive days. Cohorte 2 (arm E): 200mg bid loading dose for 2 days then, 200 qd/day orally, per os, for 14 consecutive days. If for any reason a treatment is not given within the allowed treatment window (± 12h) it will be cancelled (i.e., missed for that time point), and treatment will be resumed at the next dosing day.",Drug,Chloroquine analog (GNS651),Analog
259,NCT04333914,Drug: Nivolumab,"Drug:Nivolumab:Cohorte 1 (arm C): 0.3mg/Kg, intravenously, single infusion at Day 1.",Drug,Nivolumab,Nivolumab
260,NCT04333914,Drug: Tocilizumab,"Drug:Tocilizumab:Cohorte 2 (arm F): 400mg flat dose, intravenously, single infusion at Day 1.",Drug,Tocilizumab,Tocilizumab
261,NCT04333914,Drug: Monalizumab,"Drug:Monalizumab:Cohorte 2 (arm G) : 50mg (flat dose),intravenously, single infusion at Day 1.",Drug,Monalizumab,Monalizumab
262,NCT04334044,Drug: Ruxolitinib Oral Tablet,Drug:Ruxolitinib Oral Tablet:Ruxolitinib 5 mg twice a day,Drug,Ruxolitinib Oral Tablet,Ruxolitinib
263,NCT04334148,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:oral self administered tablet,Drug,Hydroxychloroquine,Hydroxychloroquine
264,NCT04334382,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Patients in the hydroxychloroquine arm will receive hydroxychloroquine 400mg po BID x 1 day, then 200mg po BID x 4 days (dose reductions for weight < 45kg). The drug dose (2.4 gm over 5 days) chosen falls at the lower end of doses proposed in various international trials, but it has proven in vitro efficacy, with a ratio of lung tissue trough concentrations to the EC50 (effective concentration to suppress 50% of viral activity) of >20.",Drug,Hydroxychloroquine,Hydroxychloroquine
265,NCT04334382,Drug: Azithromycin,Drug:Azithromycin:Patients in the azithromycin arm will receive azithromycin 500mg PO on day 1 plus 250mg PO daily on days 2-5.,Drug,Azithromycin,Azithromycin
266,NCT04334512,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Treatment with hydroxychloroquine,Drug,Hydroxychloroquine,Hydroxychloroquine
267,NCT04334512,Drug: Azithromycin,Drug:Azithromycin:Treatment with azithromycin,Drug,Azithromycin,Azithromycin
268,NCT04334629,Drug: Ibuprofen,Drug:Ibuprofen:Lipid ibuprofen 200 mg,Drug,Ibuprofen,Ibuprofen
269,NCT04334928,Drug: Emtricitabine/tenofovir disoproxil,"Drug:Emtricitabine/tenofovir disoproxil:Emtricitabine/tenofovir disoproxil, 200 mg/245 mg tablets. A dose of one tablet once a day will be administered.",Drug,Emtricitabine/tenofovir disoproxil,Tenofovir Disoproxil
270,NCT04334928,Drug: Emtricitabine/tenofovir disoproxil,"Drug:Emtricitabine/tenofovir disoproxil:Emtricitabine/tenofovir disoproxil, 200 mg/245 mg tablets. A dose of one tablet once a day will be administered.",Drug,Emtricitabine/tenofovir disoproxil,Emtricitabine
271,NCT04334928,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine, 200 mg tablets. A dose of one tablet once a day will be administered.",Drug,Hydroxychloroquine,Hydroxychloroquine
272,NCT04334967,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Treatment arm medication will be administered on an outpatient basis. Due to the emergent health crisis, study drug will be delivered to patients by institution staff or contract courier using a non-contact protocol.",Drug,Hydroxychloroquine,Hydroxychloroquine
273,NCT04335032,Drug: Eicosapentaenoic acid gastro-resistant capsules,Drug:Eicosapentaenoic acid gastro-resistant capsules:same as in arm/group description,Drug,Eicosapentaenoic acid gastro-resistant capsules,Eicosapentaenoic Acid
274,NCT04335032,Drug: Eicosapentaenoic acid gastro-resistant capsules,Drug:Eicosapentaenoic acid gastro-resistant capsules:same as in arm/group description,Drug,Eicosapentaenoic acid gastro-resistant capsules,Gastro
275,NCT04335071,Drug: Tocilizumab (TCZ),"Drug:Tocilizumab (TCZ):Patients get one dose (= 8 mg/kg bodyweight, max. single dose 800 mg) Actemra® (active ingredient: TCZ) intravenously in 100 mL NaCl 0.9% after confirmation of progressive dyspnoea. Infusion time: 60 min. The procedure is repeated once if no clinical improvement in the 8-point WHO scale is observed.",Drug,Tocilizumab (TCZ),Tocilizumab
276,NCT04335084,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Prophylaxis treatment for COVID-19,Drug,Hydroxychloroquine,Hydroxychloroquine
277,NCT04335123,Drug: Losartan,Drug:Losartan:25 mg QD from day 0 to day 3. Dose escalation to 50 mg QD until study completion,Drug,Losartan,Losartan
278,NCT04335136,Drug: RhACE2 APN01,Drug:RhACE2 APN01:Patients will be treated with APN01 intravenously twice daily (BID).,Drug,RhACE2 APN01,Rhace2 Apn01
279,NCT04335136,Drug: Physiological saline solution,Drug:Physiological saline solution:Patients will be treated with placebo intravenously twice daily (BID).,Drug,Physiological saline solution,Saline Solution
280,NCT04335201,Drug: Defibrotide Injection,"Drug:Defibrotide Injection:Patients will be treated according to the standard institutional procedures and will receive the best available treatment as per institutional guidelines in association with the experimental drug: Defibrotide 25 mg/kg body weight total dose in 2 hours duration infusion each, every 6 hours (Defibrotide 6.25 mg/kg body weight each dose) Treatment duration = 7 days",Drug,Defibrotide Injection,Defibrotide
281,NCT04335305,Drug: Tocilizumab,Drug:Tocilizumab:IV infusion over 60 minutes; 8 mg/kg (up to a maximum of 800 mg per dose); single dose,Drug,Tocilizumab,Tocilizumab
282,NCT04335552,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine will be administered orally or via feeding tube at a dosage of 800 mg on day 1, followed by 600 mg daily on days 2-5",Drug,Hydroxychloroquine,Hydroxychloroquine
283,NCT04335552,Drug: Azithromycin,"Drug:Azithromycin:Azithromycin will be administered orally or via feeding tube at a dosage of 500 mg on day 1, followed by 250 mg daily on days 2-5",Drug,Azithromycin,Azithromycin
284,NCT04335786,Drug: Valsartan (Diovan),"Drug:Valsartan (Diovan):At the time of randomization each participant will start with study treatment and continue up to 14 days, or up to reaching the primary endpoint, or up to hospital discharge, or up to any of the pre-defined stopping criteria. Study drug dosages will be titrated to blood pressure with a maximum of 160mg b.i.d.",Drug,Valsartan (Diovan),Valsartan
285,NCT04335786,Drug: Valsartan (Diovan),"Drug:Valsartan (Diovan):At the time of randomization each participant will start with study treatment and continue up to 14 days, or up to reaching the primary endpoint, or up to hospital discharge, or up to any of the pre-defined stopping criteria. Study drug dosages will be titrated to blood pressure with a maximum of 160mg b.i.d.",Drug,Valsartan (Diovan),Diovan
286,NCT04336332,Drug: Hydroxychloroquine Sulfate,Drug:Hydroxychloroquine Sulfate:Given PO,Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
287,NCT04336748,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:low dose (200mg) Hydroxychloroquine once daily for 4 weeks,Drug,Hydroxychloroquine,Hydroxychloroquine
288,NCT04336904,Drug: Favipiravir,"Drug:Favipiravir:Dosage and method of administration: Day 1: 1800mg, BID; Day 2 and thereafter: 600mg, TID, for a maximum of 14 days. Where the subject has experienced an adverse event related to liver injury of grade≥3 (NCI CTCAE v5.0), the dose is to be reduced to 600mg BID. It is at the discretion of the investigator whether or not to perform dose reduction based on how the subject is benefiting from study treatment. The subject should be discontinued from treatment if he/she re-experiences any adverse event related to liver injury of grade≥3 after dose reduction",Drug,Favipiravir,Favipiravir
289,NCT04338074,Drug: Tranexamic acid tablets,Drug:Tranexamic acid tablets:Oral dosing of 1300 mg p.o. three times per day x 5 days versus identical placebos,Drug,Tranexamic acid tablets,Tranexamic Acid
290,NCT04338126,Drug: Tranexamic acid,Drug:Tranexamic acid:previously described,Drug,Tranexamic acid,Tranexamic Acid
291,NCT04338698,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine Phosphate/Sulfate (200 mg orally thrice a day for 5 days),Drug,Hydroxychloroquine,Hydroxychloroquine
292,NCT04338698,Drug: Oseltamivir,Drug:Oseltamivir:Oseltamivir (75 mg orally twice a day for 5 days),Drug,Oseltamivir,Oseltamivir
293,NCT04338698,Drug: Azithromycin,"Drug:Azithromycin:Azithromycin (500 mg orally once a day on day 1, followed by 250 mg orally daily on days 2-5)",Drug,Azithromycin,Azithromycin
294,NCT04338802,Drug: Nintedanib 150 MG,"Drug:Nintedanib 150 MG:Nintedanib cloth sulfonate 150 mg, twice a day, about 12 hours apart. Continuous medication for 8 weeks.",Drug,Nintedanib 150 MG,Nintedanib
295,NCT04338828,Drug: Nitric Oxide Gas,Drug:Nitric Oxide Gas:Inhaled NO administered at target inspired concentration 140 - 300 ppm for 20-30 minutes,Drug,Nitric Oxide Gas,Gas
296,NCT04338906,Drug: Camostat Mesilate,"Drug:Camostat Mesilate:400 mg tid, d1-d7",Drug,Camostat Mesilate,Camostat
297,NCT04338906,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:400 mg bid on day 1, 200 mg bid d2-d7",Drug,Hydroxychloroquine,Hydroxychloroquine
298,NCT04338958,Drug: Ruxolitinib,Drug:Ruxolitinib:2 x 10mg Ruxolitinib with defined response adapted dose escalation up to 2 x 20mg for a duration of 7 days with clinical and/or radiographic response assessment,Drug,Ruxolitinib,Ruxolitinib
299,NCT04339426,Drug: Atovaquone/Azithromycin,Drug:Atovaquone/Azithromycin:Atovaquone 750 mg PO Q12H for up to 10 Days Azithromycin 500 mg PO Daily 1 followed by 250 mg PO Daily for up to 10 days (days 2-10),Drug,Atovaquone/Azithromycin,Azithromycin
300,NCT04339426,Drug: Atovaquone/Azithromycin,Drug:Atovaquone/Azithromycin:Atovaquone 750 mg PO Q12H for up to 10 Days Azithromycin 500 mg PO Daily 1 followed by 250 mg PO Daily for up to 10 days (days 2-10),Drug,Atovaquone/Azithromycin,Atovaquone
301,NCT04339712,Drug: Anakinra,Drug:Anakinra:In case of diagnosis of MAS treatment with anakinra,Drug,Anakinra,Anakinra
302,NCT04339712,Drug: Tocilizumab,Drug:Tocilizumab:In case of diagnosis of immune dysregulation treatment with tocilizumab,Drug,Tocilizumab,Tocilizumab
303,NCT04339816,Drug: Azithromycin,Drug:Azithromycin:orally or into nasogastric tube for 5 days,Drug,Azithromycin,Azithromycin
304,NCT04339816,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:orally or into nasogastric tube for 5 days,Drug,Hydroxychloroquine,Hydroxychloroquine
305,NCT04340232,Drug: Baricitinib,Drug:Baricitinib:Subjects will receive a 2 mg oral dose of baricitinib.,Drug,Baricitinib,Baricitinib
306,NCT04340349,Drug: Hydroxychloroquine Sulfate,Drug:Hydroxychloroquine Sulfate:A daily low dose of Hydroxychloroquine Sulfate,Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
307,NCT04340349,Drug: Bromhexine 8 MG,Drug:Bromhexine 8 MG:TMPRSS2 blocker,Drug,Bromhexine 8 MG,Bromhexine 8 Mg
308,NCT04340544,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine Sulfate is an anti-malarial and anti-rheumatic drug and seems to be a potential candidate for the treatment of COVID-19 since it is able to block virus infection by increasing the endosomal pH, required for virus/cell fusion, it affects the activation of p38 mitogen-activated protein kinase (MAPK), involved in the replication of HCoV-229E and can interfere with the terminal glycosylation of ACE2, thus inhibiting SARS-CoV-2 infection.",Drug,Hydroxychloroquine,Hydroxychloroquine
309,NCT04340557,Drug: Losartan,Drug:Losartan:Standard of care plus the starting dose of losartan 12.5mg (investigator has option to increase dose on days 2-10 based on tolerance of SBP) of losartan taken twice daily for up to 10 days.,Drug,Losartan,Losartan
310,NCT04341038,Drug: Tacrolimus,Drug:Tacrolimus:the necessary dose to obtain blood levels of 8-10 ng / ml,Drug,Tacrolimus,Tacrolimus
311,NCT04341038,Drug: Methylprednisolone,Drug:Methylprednisolone:120mg of methylprednisolone daily for 3 consecutive days,Drug,Methylprednisolone,Methylprednisolone
312,NCT04341207,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine 200 mg 3 times a day for 10 days,Drug,Hydroxychloroquine,Hydroxychloroquine
313,NCT04341207,Drug: Azithromycin,Drug:Azithromycin:Azithromycin 500 mg on day 1 followed by 250 mg/day for 4 days,Drug,Azithromycin,Azithromycin
314,NCT04341441,Drug: Hydroxychloroquine - Daily Dosing,Drug:Hydroxychloroquine - Daily Dosing:The daily hydroxychloroquine treatment arm will receive a 200 mg oral dose daily following day 1 dose of 400 mg orally once. This dose represents approximately half the standard weight-based dosing recommended for management of autoimmune diseases and therefore less likely to produce side effects than standard of care. All treatment groups will receive placebo pills to have the patients take 2 pills a day.,Drug,Hydroxychloroquine - Daily Dosing,Hydroxychloroquine
315,NCT04341493,Drug: Nitazoxanide 500 MG,Drug:Nitazoxanide 500 MG:Clinical evaluation of patients with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) using this option with two drugs,Drug,Nitazoxanide 500 MG,Nitazoxanide
316,NCT04341493,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Clinical evaluation of patients with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) using this option with one drug,Drug,Hydroxychloroquine,Hydroxychloroquine
317,NCT04341584,Drug: Anakinra,"Drug:Anakinra:Treatment includes the administration of Two IV infusions / day of ANAKINRA KINERET® 200mg (Total 400 mg) at day 1 (D1), D2 and D3, two IV infusions / day of ANAKINRA KINERET® 100mg (Total 200 mg) at day 4 (D4), and one IV infusion of ANAKINRA KINERET® 100mg (Total 100 mg) at day 5 (D5). In case of absence of improvement at D4 (absence of clinical improvement AND absence of decrease of CRP level > 50%), 3 supplementary days of treatment at 400 mg/day will be done at D4, D5, D6 followed by a decrease at 200 mg/day at D7 and 100 mg/day at D8 and stop thereafter",Drug,Anakinra,Anakinra
318,NCT04341610,Drug: Stem Cell Product,Drug:Stem Cell Product:100 million allogeneic adipose-derived mesenchymal stromal cells diluted in 100 ml saline,Drug,Stem Cell Product,Product
319,NCT04341610,Drug: Stem Cell Product,Drug:Stem Cell Product:100 million allogeneic adipose-derived mesenchymal stromal cells diluted in 100 ml saline,Drug,Stem Cell Product,Cell
320,NCT04341610,Drug: Stem Cell Product,Drug:Stem Cell Product:100 million allogeneic adipose-derived mesenchymal stromal cells diluted in 100 ml saline,Drug,Stem Cell Product,Stem
321,NCT04341675,Drug: Sirolimus,"Drug:Sirolimus:Sirolimus 6mg daily on Day 1 followed by 2mg daily for the next 13 days for a total treatment duration of 14 days or hospital discharge, whatever happens sooner.",Drug,Sirolimus,Sirolimus
322,NCT04341688,Drug: Gargle/Mouthwash,"Drug:Gargle/Mouthwash:There will be 50 patients in six study groups. Group A (n=10) patients on 10 ml gargle and nasal lavage using 0.2% Povidone-Iodine (Betadiene®) for 20-30 seconds, thrice daily for 6 days. Group B (n=10) patients will be subjected to 10 ml gargle and nasal lavage using 1% Hydrogen peroxide (ActiveOxy®) for 20-30 seconds, thrice daily for 6 days. Group C will comprised of (n=10) subjects on 10ml gargle and nasal lavage using Neem extract solution (Azardirachta indica) formulated locally) for 20-30 seconds, thrice daily for 6 days. Group D (n=10) patients will use 2% hypertonic saline (Plabottle®) gargle and nasal lavage for a similar time period. Group E (n=10) will serve as positive controls. These will be given simple distilled water gargles and nasal lavage for 20-30 seconds, thrice daily for six days Whereas Group F (n=5) will comprise of negative controls, who will not use any gargles or nasal lavage during study period.",Drug,Gargle/Mouthwash,Gargle
323,NCT04341727,Drug: Hydroxychloroquine Sulfate,Drug:Hydroxychloroquine Sulfate:anti-rheumatic drug (DMARD),Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
324,NCT04341727,Drug: Azithromycin,Drug:Azithromycin:Antibiotic,Drug,Azithromycin,Azithromycin
325,NCT04341727,Drug: Chloroquine Sulfate,Drug:Chloroquine Sulfate:Antimalarial,Drug,Chloroquine Sulfate,Chloroquine Sulfate
326,NCT04341870,Drug: Sarilumab,Drug:Sarilumab:Sarilumab: 400 mg in a 1 hour - I.V. infusion on D1,Drug,Sarilumab,Sarilumab
327,NCT04341870,Drug: Azithromycin,"Drug:Azithromycin:Azithromycin: oral administration, 500mg on D1 then 250mg QD on D2 to D5 (total duration 5 days)",Drug,Azithromycin,Azithromycin
328,NCT04341870,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine: oral administration, 600mg QD (200mg TID) from D1 to D10 (total duration 10 days)",Drug,Hydroxychloroquine,Hydroxychloroquine
329,NCT04341935,Drug: Linagliptin,Drug:Linagliptin:5 mg Linagliptin administered by mouth once daily,Drug,Linagliptin,Linagliptin
330,NCT04341935,Drug: Insulin regimen,Drug:Insulin regimen:Standard of care insulin regimen as per hospital protocol,Drug,Insulin regimen,Regimen
331,NCT04341935,Drug: Insulin regimen,Drug:Insulin regimen:Standard of care insulin regimen as per hospital protocol,Drug,Insulin regimen,Insulin
332,NCT04342156,Drug: Hydroxychloroquine Sulfate 200 milligram (mg) Tab,Drug:Hydroxychloroquine Sulfate 200 milligram (mg) Tab:Oral tablet of Hydroxychloroquine sulfate,Drug,Hydroxychloroquine Sulfate 200 milligram (mg) Tab,Hydroxychloroquine
333,NCT04342169,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:HCQ 400mg po BID x 1 day, then 200mg po BID x 4 days",Drug,Hydroxychloroquine,Hydroxychloroquine
334,NCT04342221,Drug: Hydroxychloroquine Sulfate,"Drug:Hydroxychloroquine Sulfate:Hydroxychloroquine Sulfate is an anti-malarial and anti-rheumatic drug and seems to be a potential candidate for the treatment of COVID-19 since it is able to block virus infection by increasing the endosomal pH, required for virus/cell fusion, it affects the activation of p38 mitogen-activated protein kinase (MAPK), involved in the replication of HCoV-229E and can interfere with the terminal glycosylation of ACE2, thus inhibiting SARS-CoV-2 infection.",Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
335,NCT04342650,Drug: Chloroquine Diphosphate,Drug:Chloroquine Diphosphate:150mg tablets,Drug,Chloroquine Diphosphate,Chloroquine
336,NCT04342650,Drug: Chloroquine Diphosphate,Drug:Chloroquine Diphosphate:150mg tablets,Drug,Chloroquine Diphosphate,Diphosphate
337,NCT04342663,Drug: Fluvoxamine,Drug:Fluvoxamine:Randomized to either fluvoxamine or placebo for approximately 15 days. Will take up to 300mg per day (3 capsules per day) as tolerated.,Drug,Fluvoxamine,Fluvoxamine
338,NCT04342689,Drug: Dietary Supplement containing resistant starch,"Drug:Dietary Supplement containing resistant starch:Two tablespoons (~ 20 grams) to be taken twice daily for 14 days (start with 2 tablespoons once daily for three days, followed by twice daily on days 4 through 14)",Drug,Dietary Supplement containing resistant starch,Supplement
339,NCT04342689,Drug: Dietary Supplement containing resistant starch,"Drug:Dietary Supplement containing resistant starch:Two tablespoons (~ 20 grams) to be taken twice daily for 14 days (start with 2 tablespoons once daily for three days, followed by twice daily on days 4 through 14)",Drug,Dietary Supplement containing resistant starch,Starch
340,NCT04343001,Drug: Aspirin,Drug:Aspirin:Aspirin 150mg,Drug,Aspirin,Aspirin
341,NCT04343001,Drug: Losartan,Drug:Losartan:Losartan 100mg,Drug,Losartan,Losartan
342,NCT04343001,Drug: Simvastatin,Drug:Simvastatin:Simvastatin 80mg,Drug,Simvastatin,Simvastatin
343,NCT04343092,Drug: Ivermectin (IVM),Drug:Ivermectin (IVM):Ivermectin 0.2 mg /kg (single dose at once =2 tablets of 6mg/weekly,Drug,Ivermectin (IVM),Ivermectin
344,NCT04343144,Drug: Nivolumab Injection,Drug:Nivolumab Injection:Treatment consists of an infusion of OPDIVO® 3mg/kg on day 1 (D1).,Drug,Nivolumab Injection,Nivolumab Injection
345,NCT04343248,Drug: Nitazoxanide,Drug:Nitazoxanide:Nitazoxanide 600 mg administered orally twice daily for six weeks,Drug,Nitazoxanide,Nitazoxanide
346,NCT04343651,Drug: Leronlimab (700mg),"Drug:Leronlimab (700mg):Leronlimab (PRO) 140 is a humanized IgG4, monoclonal antibody (mAb) to the C-C chemokine receptor type 5 (CCR5)",Drug,Leronlimab (700mg),Leronlimab
347,NCT04343729,Drug: Methylprednisolone Sodium Succinate,Drug:Methylprednisolone Sodium Succinate:injectable solution at a dose of 0.5mg/kg,Drug,Methylprednisolone Sodium Succinate,Sodium Succinate
348,NCT04343729,Drug: Methylprednisolone Sodium Succinate,Drug:Methylprednisolone Sodium Succinate:injectable solution at a dose of 0.5mg/kg,Drug,Methylprednisolone Sodium Succinate,Methylprednisolone
349,NCT04343768,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:This Drug will be used in all arms.,Drug,Hydroxychloroquine,Hydroxychloroquine
350,NCT04343768,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:This Drug will be used in all arms.,Drug,Lopinavir / Ritonavir,Lopinavir
351,NCT04343768,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:This Drug will be used in all arms.,Drug,Lopinavir / Ritonavir,Ritonavir
352,NCT04343768,Drug: Interferon Beta-1A,Drug:Interferon Beta-1A:This drug will be only used in Arm 1.,Drug,Interferon Beta-1A,Interferon Beta-1A
353,NCT04343768,Drug: Interferon Beta-1B,Drug:Interferon Beta-1B:This drug will be only used in Arm 2.,Drug,Interferon Beta-1B,Interferon
354,NCT04343963,Drug: Pyridostigmine Bromide,Drug:Pyridostigmine Bromide:One 60mg tablet P.O. once per day for 14 days,Drug,Pyridostigmine Bromide,Pyridostigmine Bromide
355,NCT04343976,Drug: Pegylated interferon lambda,Drug:Pegylated interferon lambda:180 mcg subcutaneous injection of pegylated interferon lambda,Drug,Pegylated interferon lambda,Lambda
